quarter_region,province_full,city,year,predicted_eok,actual_eok,abs_error_eok,ape_pct
전북,전북특별자치도,무주군,2022,6149.530714531403,6272.38,122.84928546859737,1.9585753010595242
전북,전북특별자치도,무주군,2023,6465.727197123712,6576.61,110.88280287628731,1.686017612056779
전북,전북특별자치도,부안군,2021,12728.18680378684,11908.64,819.5468037868413,6.881951287358098
전북,전북특별자치도,부안군,2022,12313.886222089055,12551.42,237.533777910945,1.8924852957748606
전북,전북특별자치도,부안군,2023,12762.740815464434,12626.41,136.33081546443464,1.079727455899457
전북,전북특별자치도,순창군,2021,6620.072473517894,6052.9,567.1724735178941,9.370260098760827
전북,전북특별자치도,순창군,2022,6256.498538818396,6258.02,1.5214611816045363,0.02431218151435336
전북,전북특별자치도,순창군,2023,6379.16820114883,6275.53,103.63820114883038,1.6514653128712693
전북,전북특별자치도,완주군,2021,48260.14547649017,49537.94,1277.7945235098305,2.5794260389306265
전북,전북특별자치도,완주군,2022,51025.35037834054,51109.33,83.97962165946228,0.16431368139528005
전북,전북특별자치도,완주군,2023,52233.05283874977,49988.29,2244.762838749768,4.490577370719758
전북,전북특별자치도,익산시,2021,77039.28117535227,76191.79,847.4911753522756,1.1123129872027888
전북,전북특별자치도,익산시,2022,78798.89792428304,79978.55,1179.6520757169637,1.47496056844862
전북,전북특별자치도,익산시,2023,81646.43887994997,81445.17,201.26887994997378,0.24712193485503658
전북,전북특별자치도,임실군,2021,6805.909393534286,7034.07,228.1606064657135,3.243649927648055
전북,전북특별자치도,임실군,2022,7261.893342504742,7011.2,250.69334250474185,3.5756124843784494
전북,전북특별자치도,임실군,2023,7156.026347412297,7089.19,66.83634741229707,0.942792440494571
전북,전북특별자치도,장수군,2021,4592.733368272686,4552.62,40.113368272685875,0.8811051278755063
전북,전북특별자치도,장수군,2022,4697.440245725846,4452.93,244.51024572584538,5.490996843108816
전북,전북특별자치도,장수군,2023,4535.450796994428,4474.29,61.16079699442798,1.3669385979547142
전북,전북특별자치도,전주시,2021,157629.9447565241,151479.31,6150.634756524116,4.060379438303565
전북,전북특별자치도,전주시,2022,156908.12349416222,152246.19999999998,4661.923494162242,3.0620951420542792
전북,전북특별자치도,전주시,2023,155463.89654063573,153029.8,2434.0965406357427,1.5906029679420237
전북,전북특별자치도,정읍시,2021,27899.36394127611,28086.809999999998,187.44605872388638,0.6673810899987802
전북,전북특별자치도,정읍시,2022,28981.65586438698,27842.77,1138.885864386979,4.090418677405226
전북,전북특별자치도,정읍시,2023,28366.317489096862,28114.030000000002,252.28748909685964,0.8973721984961232
전북,전북특별자치도,진안군,2021,5743.14822448129,5367.9,375.24822448129,6.990596406067364
전북,전북특별자치도,진안군,2022,5560.243643326883,5191.89,368.3536433268828,7.0947890522889105
전북,전북특별자치도,진안군,2023,5291.625395386754,5469.6,177.9746046132468,3.2538870230592147
제주,제주특별자치도,서귀포시,2021,41019.33292935316,42075.409999999996,1056.0770706468393,2.5099626376708852
제주,제주특별자치도,서귀포시,2022,43857.05508173255,44277.57,420.5149182674504,0.9497244728368119
제주,제주특별자치도,서귀포시,2023,44898.427471296614,43577.79,1320.6374712966135,3.0305287883956793
제주,제주특별자치도,제주시,2021,143777.92737155771,141438.85,2339.077371557709,1.6537729001315469
제주,제주특별자치도,제주시,2022,146869.7501489241,147593.54,723.7898510759114,0.4903939908724402
제주,제주특별자치도,제주시,2023,151337.91399675314,153924.5,2586.5860032468627,1.6804251456050614
충남,충청남도,계룡시,2021,18079.534301087053,16849.920000000002,1229.614301087051,7.297448896416427
충남,충청남도,계룡시,2022,17379.178196618628,16688.04,691.1381966186273,4.141518096904293
충남,충청남도,공주시,2021,34947.9504439568,34111.42,836.530443956799,2.4523471727556316
충남,충청남도,공주시,2022,35285.58645940428,35130.14,155.44645940428018,0.44248744640437004
충남,충청남도,금산군,2021,22100.80780449746,20713.45,1387.3578044974602,6.697859625013989
